Date,Currency,Balance,Unconfirmed:,Total mined:,Value USD,Value BTC,Status,Coin Price
2017-09-09,Aeon Coin,0.4368316295,0,0.4368316295,0.92685625,0.00019077,ON LINE,2.1136344
2017-09-09,Ethereum Classic,0.0194632221,0,0.0194632221,0.22221745,0.00004574,OFF LINE,11.3344221
2017-09-09,Ethereum,0.0089236972,0,0.0089236972,2.62435227,0.00054015,OFF LINE,293.147782
2017-09-09,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-10,Monero,0.071477615,0.0037171303,0.0751947454,6.17166319,0.00129735,OFF LINE,$86.18
2017-09-10,FantomCoin,0,0.6984160803,0.6983375929,0,0,OFF LINE,0.10981898
2017-09-10,Bytecoin,2931.97428367,18.88316821,2813.76282457,3.89993627,0.00082095,ON LINE,0.001332
2017-09-10,DigitalNote,8.02919145,0.85416473,8.88335618,0.0125864,0.00000265,OFF LINE,0.0015698
2017-09-10,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-10,Aeon Coin,0.5628778236,0,0.5628778236,1.16985712,0.00024562,ON LINE,2.09748
2017-09-10,Ethereum Classic,0.0194632221,0,0.0194632221,0.22521284,0.00004728,OFF LINE,11.4687388
2017-09-10,Ethereum,0.0089236972,0,0.0089236972,2.69966827,0.00056681,OFF LINE,301.438507
2017-09-10,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-11,Monero,0.071477615,0.0037171303,0.0751947454,6.26602794,0.00129345,OFF LINE,$87.58
2017-09-11,FantomCoin,0,0.6984160803,0.6983375929,0,0,OFF LINE,0.106114
2017-09-11,Bytecoin,2952.09773532,3.35441012,2955.45214544,4.1085525,0.00085611,ON LINE,0.0013565
2017-09-11,DigitalNote,8.02919145,0.85416473,8.88335618,0.01418148,0.00000289,OFF LINE,0.0017457
2017-09-11,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-11,Aeon Coin,0.6276372413,0,0.6276372413,1.28474833,0.00026545,ON LINE,$2.03
2017-09-11,Ethereum Classic,0.0228941942,0,0.0228941942,0.26351446,0.00005445,OFF LINE,11.4559562
2017-09-11,Ethereum,0.0089236972,0,0.0089236972,2.71628419,0.00056101,OFF LINE,304.16778
2017-09-11,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-12,Monero,0.0764782013,0.003580537,0.0800590365,6.61291711,0.00121622,ON LINE,$85.94
2017-09-12,FantomCoin,0,0.7381210285,0.7380425411,0,0,ON LINE,0.10745473
2017-09-12,Bytecoin,2952.09773532,3.35441012,2955.45214544,4.17804488,0.00076755,OFF LINE,0.0014072
2017-09-12,DigitalNote,8.02919145,0.87410976,8.90330121,0.01367323,0.00000249,OFF LINE,0.0016296
2017-09-12,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-12,Aeon Coin,0.6384888163,7.3837328E-05,0.6385626537,1.18994522,0.00021885,OFF LINE,$1.84
2017-09-12,Ethereum Classic,0.0261700145,0,0.0261700145,0.30941332,0.00005708,OFF LINE,11.5991947
2017-09-12,Ethereum,0.0089236972,0,0.0089236972,2.70643243,0.00049813,OFF LINE,301.520795
2017-09-12,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-13,Monero,0.0764782013,0.0039476598,0.0804258612,7.17216396,0.00128012,OFF LINE,$93.71
2017-09-13,FantomCoin,0,0.7418164158,0.7417379284,0,0,OFF LINE,0.1053028
2017-09-13,Bytecoin,2982.2260677,18.33742533,3100.66349303,4.17648832,0.00074556,ON LINE,0.0013873
2017-09-13,DigitalNote,8.02919145,0.87663488,8.90582633,0.01161471,0.00000209,OFF LINE,0.0014036
2017-09-13,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-13,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,1.1027915,0.00019664,OFF LINE,$1.69
2017-09-13,Ethereum Classic,0.0261700145,0,0.0261700145,0.31706804,0.00005656,OFF LINE,$12.02
2017-09-13,Ethereum,0.0089236972,0,0.0089236972,3.00004884,0.00053509,OFF LINE,335.326851
2017-09-13,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-15,Monero,0.0764782013,0.0039476598,0.0804258612,7.21199381,0.00126896,OFF LINE,$93.71
2017-09-15,FantomCoin,0,0.7418164158,0.7417379284,0,0,OFF LINE,0.0909064
2017-09-15,Bytecoin,692.23356051,13.55358923,3805.89714974,0.97825755,0.00017306,ON LINE,0.0014024
2017-09-15,DigitalNote,8.02919145,0.87663488,8.90582633,0.01354163,0.00000241,OFF LINE,0.0016467
2017-09-15,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-15,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,1.22771184,0.00021569,OFF LINE,$1.91
2017-09-15,Ethereum Classic,0.0261700145,0,0.0261700145,0.314506,0.00005526,OFF LINE,$11.98
2017-09-15,Ethereum,0.0089236972,0,0.0089236972,3.03226339,0.00053274,OFF LINE,338.678243
2017-09-15,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-16,Monero,0.0764782013,0.0039501175,0.0804284644,7.24383933,0.00127108,OFF LINE,$94.23
2017-09-16,FantomCoin,0,0.7418164158,0.7417379284,0,0,OFF LINE,0.09049337
2017-09-16,Bytecoin,853.95787376,186.76074604,4140.8286198,1.22743635,0.00021349,ON LINE,0.001413
2017-09-16,DigitalNote,8.02919145,0.87663488,8.90582633,0.01271856,0.00000225,OFF LINE,0.0015254
2017-09-16,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-16,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,1.05710762,0.00018549,OFF LINE,$1.63
2017-09-16,Ethereum Classic,0.0261700145,0,0.0261700145,0.31023505,0.00005461,OFF LINE,$11.86
2017-09-16,Ethereum,0.0089236972,0,0.0089236972,2.93002459,0.00051574,OFF LINE,329.263135
2017-09-16,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-17,Monero,0.0814784415,0.0046143284,0.0860929425,7.38803324,0.00133665,ON LINE,$89.93
2017-09-17,FantomCoin,0,0.7940633251,0.7939848377,0,0,ON LINE,0.1072514
2017-09-17,Bytecoin,1056.84388675,0,4156.95388675,1.46625464,0.00026421,OFF LINE,0.0013648
2017-09-17,DigitalNote,8.02919145,0.87663488,8.90582633,0.01271856,0.00000225,OFF LINE,0.0015254
2017-09-17,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-17,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,1.05710762,0.00018549,OFF LINE,$1.66
2017-09-17,Ethereum Classic,0.0261700145,0,0.0261700145,0.31023505,0.00005461,OFF LINE,$11.65
2017-09-17,Ethereum,0.0089236972,0,0.0089236972,2.93002459,0.00051574,OFF LINE,312.251435
2017-09-17,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-18,Monero,0.0914787695,0.0004037007,0.0918834808,8.27762112,0.0014682,ON LINE,$90.27
2017-09-18,FantomCoin,0,0.8537670339,0.8536885465,0,0,ON LINE,0.10055228
2017-09-18,Bytecoin,1056.84388675,0,4156.95388675,1.49885827,0.00026421,OFF LINE,0.0014072
2017-09-18,DigitalNote,8.02919145,0.87663488,8.90582633,0.01170359,0.00000209,OFF LINE,0.001409
2017-09-18,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-18,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,1.19427418,0.00021251,OFF LINE,$1.84
2017-09-18,Ethereum Classic,0.0261700145,0,0.0261700145,0.30138959,0.00005363,OFF LINE,$11.48
2017-09-18,Ethereum,0.0089236972,0,0.0089236972,2.81577449,0.00050105,OFF LINE,315.543823
2017-09-18,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-19,Monero,0.0964790596,0.0012127956,0.0976925068,8.60930889,0.00150696,ON LINE,$88.95
2017-09-19,FantomCoin,0,0.9046716823,0.9045931949,0,0,ON LINE,0.09664339
2017-09-19,Bytecoin,1056.84388675,0,4156.95388675,1.54025485,0.00026421,OFF LINE,0.0014351
2017-09-19,DigitalNote,8.02919145,0.87663488,8.90582633,0.01116507,0.00000193,OFF LINE,0.0013706
2017-09-19,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-19,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,1.12117998,0.00019595,OFF LINE,$1.76
2017-09-19,Ethereum Classic,0.0261700145,0,0.0261700145,0.29807123,0.00005209,OFF LINE,$11.31
2017-09-19,Ethereum,0.0089236972,0,0.0089236972,2.76333885,0.00048294,OFF LINE,308.656903
2017-09-19,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-21,Monero,0.1064810519,0.0018426888,0.1083263709,9.42206106,0.00150696,ON LINE,$88.82
2017-09-21,FantomCoin,1.0000440445,0.0013142475,1.0012798046,0.10296954,0.000017,ON LINE,0.10307843
2017-09-21,Bytecoin,1056.84388675,0,4156.95388675,1.59931129,0.00026421,OFF LINE,0.001511
2017-09-21,DigitalNote,8.02919145,0.87663488,8.90582633,0.01129956,0.00000185,OFF LINE,0.0013306
2017-09-21,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-21,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,0.96862584,0.00015992,OFF LINE,$1.57
2017-09-21,Ethereum Classic,0.0261700145,0,0.0261700145,0.28798531,0.00004755,OFF LINE,$10.95
2017-09-21,Ethereum,0.0089236972,0,0.0089236972,2.6984011,0.00044552,OFF LINE,301.814486
2017-09-21,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-23,Monero,0.1164836756,0.0023383125,0.1188220695,9.81774506,0.00170039,ON LINE,$83.29
2017-09-23,FantomCoin,1.0000440445,0.1042928962,1.1042584533,0.08083696,0.000014,ON LINE,0.07589545
2017-09-23,Bytecoin,1076.87691459,14.3002526,4191.28716719,1.39005426,0.00023691,ON LINE,0.0012626
2017-09-23,DigitalNote,8.02919145,0.87663488,8.90582633,0.01129956,0.00000185,OFF LINE,0.001155
2017-09-23,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-23,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,0.96862584,0.00015992,OFF LINE,$1.45
2017-09-23,Ethereum Classic,0.0261700145,0,0.0261700145,0.28798531,0.00004755,OFF LINE,$9.78
2017-09-23,Ethereum,0.0089236972,0,0.0089236972,2.6984011,0.00044552,OFF LINE,279.231885
2017-09-23,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-09-25,Monero,0.1164836756,0.0025420182,0.1190256938,10.30174638,0.00179576,OFF LINE,$87.76
2017-09-25,FantomCoin,1.0000440445,0.1062721312,1.1062376883,0.07458048,0.000013,OFF LINE,0.07408204
2017-09-25,Bytecoin,1463.14273962,13.4206305,4576.67337012,2.04664406,0.00035115,ON LINE,0.0013757
2017-09-25,DigitalNote,8.02919145,0.87663488,8.90582633,0.01129956,0.00000185,OFF LINE,0.0015574
2017-09-25,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-09-25,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,0.96862584,0.00015992,OFF LINE,$1.61
2017-09-25,Ethereum Classic,0.0261700145,0,0.0261700145,0.28798531,0.00004755,OFF LINE,$10.51
2017-09-25,Ethereum,0.0089236972,0,0.0089236972,2.6984011,0.00044552,OFF LINE,297.015859
2017-09-25,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-10-01,Monero,0.1164836756,0.0025420182,0.1190256938,9.95648876,0.00147866,OFF LINE,$85.61
2017-10-01,FantomCoin,1.0000440445,0.1062721312,1.1062376883,0.10754274,0.000016,OFF LINE,0.11
2017-10-01,Bytecoin,2859.77515104,0.52010538,5960.40525642,4.03399883,0.00060055,ON LINE,0.0014236
2017-10-01,DigitalNote,8.02919145,0.87663488,8.90582633,0.01494634,0.00000225,OFF LINE,0.0018298
2017-10-01,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-10-01,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,0.82075822,0.00012172,OFF LINE,$1.30
2017-10-01,Ethereum Classic,0.0261700145,0,0.0261700145,0.26871633,0.00003985,OFF LINE,$10.16
2017-10-01,Ethereum,0.0089236972,0,0.0089236972,2.60948539,0.000387,OFF LINE,291.150776
2017-10-01,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-10-08,Monero,0.1164836756,0.0025420182,0.1190256938,13.28461375,0.00179435,OFF LINE,$114.30
2017-10-08,FantomCoin,1.0000440445,0.1062721312,1.1062376883,0.09625074,0.000013,OFF LINE,0.0967
2017-10-08,Bytecoin,1050.70336842,9.05099355,7159.87436197,1.32758472,0.00017862,ON LINE,0.0011973
2017-10-08,DigitalNote,8.02919145,0.87663488,8.90582633,0.01494634,0.00000225,OFF LINE,0.0022248
2017-10-08,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-10-08,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,0.82075822,0.00012172,OFF LINE,$1.61
2017-10-08,Ethereum Classic,0.0261700145,0,0.0261700145,0.26871633,0.00003985,OFF LINE,$14.17
2017-10-08,Ethereum,0.0089236972,0,0.0089236972,2.60948539,0.000387,OFF LINE,$311.40
2017-10-08,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-10-10,Monero,0.126487505,0.0003937898,0.1268812948,13.73009218,0.00202677,ON LINE,$108.14
2017-10-10,FantomCoin,1.0000440445,0.1662961468,1.166261704,0.08807078,0.000013,ON LINE,0.0881075
2017-10-10,Bytecoin,1191.230043,0.04318754,7291.67318379,1.51405338,0.00022633,ON LINE,0.0012759
2017-10-10,DigitalNote,12.07230521,0.87663488,12.11549275,0.02684555,0.00000398,OFF LINE,0.0022344
2017-10-10,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-10-10,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,1.04290763,0.00015472,OFF LINE,$1.64
2017-10-10,Ethereum Classic,0.0261700145,0,0.0261700145,0.39546294,0.00005867,OFF LINE,$14.90
2017-10-10,Ethereum,0.0089236972,0,0.0089236972,2.69565261,0.0003999,OFF LINE,$300.51
2017-10-10,Bitcoin,,,,,,,
,,,,,19.49308507,0.00288337,,
,,,,,,,,
,,,,,,,,
2017-10-13,Monero,0.126487505,0.0004835335,0.1269710385,15.58503144,0.0023427,ON LINE,$122.25
2017-10-13,FantomCoin,1.0000440445,0.1703611464,1.1703267035,0.11309898,0.000017,ON LINE,0.1054
2017-10-13,Bytecoin,1715.9446791,4.57724986,7820.64192896,1.99118221,0.00029171,ON LINE,0.0011241
2017-10-13,DigitalNote,12.07230521,0.04318754,12.11549275,0.02209087,0.00000338,OFF LINE,0.001852
2017-10-13,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-10-13,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,1.04629499,0.00015718,ON LINE,$1.45
2017-10-13,Ethereum Classic,0.0261700145,0,0.0261700145,0.42903383,0.00006445,OFF LINE,$16.19
2017-10-13,Ethereum,0.0089236972,0,0.0089236972,2.83943122,0.00042657,OFF LINE,$315.50
2017-10-13,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-10-21,Monero,0.126487505,0.0004835335,0.1269710385,18.21812184,0.00223132,OFF LINE,$144.89
2017-10-21,FantomCoin,1.0000440445,0.1703611464,1.1703267035,0.15513783,0.000019,OFF LINE,0.1556
2017-10-21,Bytecoin,3580.36747922,9.69658491,9690.18406413,4.64370082,0.00057286,ON LINE,0.001306
2017-10-21,DigitalNote,12.07230521,0.04318754,12.11549275,0.02558954,0.00000314,OFF LINE,0.0020412
2017-10-21,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-10-21,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,1.85102185,0.00022671,OFF LINE,$2.58
2017-10-21,Ethereum Classic,0.0261700145,0,0.0261700145,0.46730748,0.00005723,OFF LINE,$17.82
2017-10-21,Ethereum,0.0089236972,0,0.0089236972,3.23014637,0.00039562,OFF LINE,$362.02
2017-10-21,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-12-01,Monero,0.1464905974,0.0011115727,0.1476021701,28.0311223,0.00256271,ON LINE,$185.87
2017-12-01,FantomCoin,1.0000440445,0.4050563752,1.4050219323,0.33909593,0.000031,ON LINE,0.3621
2017-12-01,Bytecoin,4843.4056438,2.70478186,10946.23042566,8.21165523,0.00077494,ON LINE,0.0016082
2017-12-01,DigitalNote,15.08102989,0.61495972,15.69598961,0.03786002,0.00000347,ON LINE,0.0023654
2017-12-01,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-12-01,Aeon Coin,0.6384888163,7.4906425E-05,0.6385637228,2.9021861,0.00026633,OFF LINE,$3.97
2017-12-01,Ethereum Classic,0.0261700145,0,0.0261700145,0.83861646,0.00007668,OFF LINE,$29.54
2017-12-01,Ethereum,0.0094778007,0,0.0094778007,4.42407625,0.00040549,ON LINE,$453.70
2017-12-01,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-12-10,Monero,0.1464905974,0.0042688444,0.1507615104,38.11157978,0.00235942,ON LINE,$251.72
2017-12-10,FantomCoin,1.0000440445,0.4062967474,1.4062623045,0.38856211,0.000024,OFF LINE,0.0058
2017-12-10,Bytecoin,6217.67119776,2.88227609,12320.48123431,16.08480451,0.00099483,ON LINE,0.0025577
2017-12-10,DigitalNote,20.12675625,0.6149177,20.74167395,0.06004858,0.00000382,ON LINE,0.0028842
2017-12-10,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-12-10,Aeon Coin,0.7201382877,0.0003909798,0.7205292675,2.55165159,0.00015844,OFF LINE,$3.59
2017-12-10,Ethereum Classic,0.0262279108,0,0.0262279108,0.74656174,0.00004636,OFF LINE,$27.01
2017-12-10,Ethereum,0.009959829,0,0.009959829,4.5298398,0.00028127,OFF LINE,$447.39
2017-12-10,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-12-16,Monero,0.1614937908,0.0035207607,0.1650027794,56.67317751,0.00295466,ON LINE,$350.87
2017-12-16,FantomCoin,1.0000440445,0.4121970678,1.4121626249,0.38856211,0.000024,OFF LINE,0.4659
2017-12-16,Bytecoin,6458.13595948,0.18363391,12567.67813316,25.09237688,0.00129163,ON LINE,0.0038259
2017-12-16,DigitalNote,45.32889174,0.6149177,44.85269883,0.27147655,0.00001405,ON LINE,0.0057389
2017-12-16,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-12-16,Aeon Coin,0.7201382877,0.0003909798,0.7205292675,2.52496327,0.0001316,OFF LINE,$3.58
2017-12-16,Ethereum Classic,0.0262279108,0,0.0262279108,0.92731401,0.00004833,OFF LINE,$34.71
2017-12-16,Ethereum,0.009959829,0,0.009959829,7.19956202,0.00037522,OFF LINE,$716.76
2017-12-16,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-12-18,Monero,0.1664959586,0.0025034569,0.1689878542,63.4401216,0.00336875,ON LINE,$374.68
2017-12-18,FantomCoin,1.0000440445,0.4121970678,1.4121626249,0.54615205,0.000029,OFF LINE,0.4659
2017-12-18,Bytecoin,6599.80017807,5.92476966,12702.28068795,33.08011243,0.00178195,ON LINE,0.0048772
2017-12-18,DigitalNote,52.37833644,0.28211493,52.00062455,0.64319026,0.00003405,ON LINE,0.0121779
2017-12-18,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-12-18,Aeon Coin,0.7201382877,0.0003909798,0.7205292675,3.15782079,0.00016764,OFF LINE,$4.54
2017-12-18,Ethereum Classic,0.0262279108,0,0.0262279108,1.10171126,0.00005849,OFF LINE,$40.63
2017-12-18,Ethereum,0.009959829,0,0.009959829,8.09677329,0.00042983,OFF LINE,$811.19
2017-12-18,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-12-20,Monero,0.1715292452,0.0026325062,0.1741499793,79.31906815,0.00466769,ON LINE,$466.49
2017-12-20,FantomCoin,1.0000440445,0.4121970678,1.4121626249,0.49444378,0.000029,OFF LINE,0.5067
2017-12-20,Bytecoin,6659.88123353,6.25300117,12762.68997492,36.92837545,0.00219776,ON LINE,0.0051983
2017-12-20,DigitalNote,62.47523649,0.49701386,62.31242353,1.00129686,0.00005873,ON LINE,0.0154337
2017-12-20,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-12-20,Aeon Coin,0.7201382877,0.0003909798,0.7205292675,3.26839083,0.00019171,OFF LINE,$4.44
2017-12-20,Ethereum Classic,0.0262279108,0,0.0262279108,1.16194103,0.00006815,OFF LINE,$40.41
2017-12-20,Ethereum,0.009959829,0,0.009959829,8.66859696,0.00050845,OFF LINE,$812.70
2017-12-20,Bitcoin,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2017-12-21,Monero,0.1715292452,0.0050483543,0.1765658273,61.611075,0.00446283,ON LINE,$361.94
2017-12-21,FantomCoin,1.0000440445,0.4121970678,1.4121626249,0.49444378,0.000029,OFF LINE,0.4297
2017-12-21,Bytecoin,6699.96985943,13.17615984,12809.70175949,32.83353729,0.00234499,ON LINE,0.0047924
2017-12-21,DigitalNote,65.49581002,1.93207988,66.76806308,0.76190621,0.00005633,ON LINE,0.012263
2017-12-21,Infinium-8,0,0.001229277,0.001229277,0,0,OFF LINE,Not Trading
2017-12-21,Aeon Coin,0.7201382877,0.0003909798,0.7205292675,2.57868558,0.00019071,OFF LINE,$3.75
2017-12-21,Ethereum Classic,0.0262279108,0,0.0262279108,0.96678702,0.00007003,OFF LINE,$32.94
2017-12-21,Ethereum,0.009959829,0,0.009959829,7.00943884,0.00051839,OFF LINE,$696.41
2017-12-21,Bitcoin,,,,,,,
